Level,Month,ProductId,Metric,Value
Product,,B000FA38ZY,NPS,85.10427010923534
Product,,B000FFIL92,NPS,52.97606595705409
Product,,B000FFLHSY,NPS,28.322068140171595
Product,,B000FI2VHM,NPS,-6.16340086913951
Product,,B000FI61OQ,NPS,-17.535913381970943
Product,,B000FL08B0,NPS,95.8904109589041
Product,,B000FMZO8G,NPS,76.0371135126438
Product,,B000FMZO90,NPS,77.88404064554693
Product,,B000FNB3AI,NPS,54.09836065573771
Product,,B000FNEX8C,NPS,73.78004369992716
Product,,B000FNH1C2,NPS,100.0
Product,,B000FVBYCW,NPS,91.02564102564102
Product,,B000FVDWU4,NPS,79.85868246377846
Product,,B000G6MBUA,NPS,33.7651821862348
Product,,B000G6O2QG,NPS,53.625118947364584
Product,,B000G6RYNE,NPS,42.67820477354424
Product,,B000GAT6MM,NPS,74.26715259071463
Product,,B000GAT6NG,NPS,94.61725748987092
Product,,B000H0ZJHW,NPS,22.091213996749765
Product,,B000H0ZJIG,NPS,77.12765957446808
Product,,B000H1217M,NPS,32.1870065954492
Product,,B000H7LVKY,NPS,80.20253164556962
Product,,B000HDI5O8,NPS,67.95530323510859
Product,,B000HDK0D2,NPS,84.01886573952224
Product,,B000HDK0DC,NPS,78.11375829958683
Product,,B000I1OLT2,NPS,77.11622643288825
Product,,B000IHNCQO,NPS,-8.396946564885491
Product,,B000ILILLQ,NPS,100.0
Product,,B000JOE224,NPS,56.000000000000014
Product,,B000KV61FC,NPS,50.602790930967146
Product,,B000KV7ZGQ,NPS,51.169857186265574
Product,,B000LKVD5U,NPS,87.6944837340877
Product,,B000LKVL16,NPS,82.01619564199288
Product,,B000LKXBL4,NPS,67.27844782380701
Product,,B000LKXJEI,NPS,77.8318276580959
Product,,B000LQORDE,NPS,72.71213734249615
Product,,B000M0F58U,NPS,62.978283350568766
Product,,B000NBQUNW,NPS,68.64648422790647
Product,,B000NIFO96,NPS,59.50920245398773
Product,,B000NMJWZO,NPS,93.15300680707364
Product,,B000OQ2DJQ,NPS,88.4911362208571
Product,,B000OQ2DL4,NPS,87.31509036341974
Product,,B000PDWBKO,NPS,84.10958904109589
Product,,B000PDY3HI,NPS,55.71812278680541
Product,,B000PDY3P0,NPS,47.67969758881852
Product,,B000Q5X876,NPS,52.77777777777778
Product,,B000Q5X8DK,NPS,73.25734327049538
Product,,B000Q611U6,NPS,86.30338733431518
Product,,B000QSON4K,NPS,55.263157894736835
Product,,B000REI2X6,NPS,46.71532846715329
Product,,B000RI1W8E,NPS,52.07207316945147
Product,,B000SATIZA,NPS,79.70540098199673
Product,,B000SDKDM4,NPS,35.41257874625633
Product,,B000TQEWM2,NPS,60.56338028169015
Product,,B000UBD88A,NPS,45.13281733863767
Product,,B000UUWECC,NPS,44.10451322191544
Product,,B000V17MLS,NPS,91.8282378872607
Product,,B000VK08OC,NPS,87.02673301471519
Product,,B000VK4K3W,NPS,53.94079200307572
Product,,B000VK8AVK,NPS,65.19642676947981
Product,,B000WB1YSE,NPS,67.26507678546683
Product,,B000WFEN74,NPS,73.1476323119777
Product,,B000WFKI82,NPS,86.39661426844015
Product,,B000WFN0VO,NPS,59.48546201857208
Product,,B000WFORH0,NPS,77.46840080600845
Product,,B000WFPJIG,NPS,81.57894736842105
Product,,B000WFRQQ4,NPS,77.01149425287358
Product,,B000WFUL3E,NPS,82.62905014167795
Product,,B000WVY4PE,NPS,93.40875558536635
Product,,B000WVYB8Y,NPS,84.97704276619969
Product,,B000X1Q1G8,NPS,-79.08407382091593
Product,,B000YSRK7E,NPS,82.11624441132638
Product,,B000YSS7EO,NPS,8.70337477797513
Product,,B000YSTIL0,NPS,92.65306122448979
Product,,B001181NBA,NPS,94.6236559139785
Product,,B00125ZCWI,NPS,84.47637535643628
Product,,B0012BUR8Q,NPS,85.43046357615893
Product,,B0012C7VLG,NPS,82.89995208850559
Product,,B0012NUVN0,NPS,51.35135135135135
Product,,B0012V1G0Y,NPS,44.13793103448276
Product,,B0012XBD7I,NPS,63.647582765466545
Product,,B00139TT72,NPS,75.68043907000592
Product,,B00139ZPKM,NPS,73.93117831074035
Product,,B0013A0QXC,NPS,79.51145616360539
Product,,B0013NUGDE,NPS,72.64107538408268
Product,,B00141OU50,NPS,-43.105067765297086
Product,,B00141OX52,NPS,13.44051446945338
Product,,B00141UC9I,NPS,-14.98080741230974
Product,,B00141WDXG,NPS,-28.725512769556115
Product,,B00142BX68,NPS,88.82057086746653
Product,,B0014ATRV8,NPS,92.43924392439244
Product,,B0014AUJII,NPS,90.0629539951574
Product,,B0014B0HWK,NPS,95.944786711378
Product,,B0014X5O1C,NPS,53.20312338186864
Product,,B0015MY6PC,NPS,60.0
Product,,B0016B7Z32,NPS,72.83806635955449
Product,,B0016PC4TS,NPS,9.090909090909093
Product,,B00188S3PM,NPS,87.09677419354838
Product,,B0018KLPFK,NPS,79.39967019355099
Product,,B0018KR8V0,NPS,87.73859924117016
Product,,B0019QT66I,NPS,84.27943490566756
Product,,B001AHFVHO,NPS,85.13011152416357
Product,,B001AHJ2D8,NPS,93.93939393939394
Product,,B001AHJ2FQ,NPS,87.8048780487805
Product,,B001AIQP8M,NPS,64.14234700160078
Product,,B001AJ1ULS,NPS,-19.359719513964833
Product,,B001AS1A4Q,NPS,69.1242168925292
Product,,B001B4VOQI,NPS,98.15910585141353
Product,,B001BCVY4W,NPS,73.62103458130895
Product,,B001BCVY9W,NPS,84.27109974424553
Product,,B001BCXTGS,NPS,66.0885167464115
Product,,B001BDDT8K,NPS,67.0510708401977
Product,,B001BDDTB2,NPS,80.0
Product,,B001BM3C0Q,NPS,19.683481701285846
Product,,B001BS4G6O,NPS,86.66666666666667
Product,,B001CWV4RS,NPS,89.95276942893946
Product,,B001D09KAM,NPS,50.1121299710954
Product,,B001D0DMME,NPS,68.41541755888652
Product,,B001D0DMMY,NPS,68.84924524603018
Product,,B001D0GV90,NPS,80.93487394957984
Product,,B001D0GVAO,NPS,68.69009584664538
Product,,B001D0IZBM,NPS,89.21832884097036
Product,,B001E0TBA0,NPS,79.42330129451636
Product,,B001E18K8S,NPS,92.80265867971468
Product,,B001E5E0D8,NPS,51.60900672097131
Product,,B001E5E3JY,NPS,69.35483870967741
Product,,B001E8DHPW,NPS,98.10154344124572
Product,,B001ELL60W,NPS,95.71788413098237
Product,,B001EO5Q64,NPS,98.79418745789008
Product,,B001EO5U3I,NPS,89.18594961305458
Product,,B001EO5Y8Y,NPS,59.36475926392739
Product,,B001EO77FC,NPS,89.06258551463016
Product,,B001EO77FW,NPS,65.65639206986519
Product,,B001EQ4OWO,NPS,-29.953917050691242
Product,,B001EQ4P2I,NPS,100.0
Product,,B001EQ4QJK,NPS,100.0
Product,,B001EQ4RBM,NPS,87.5
Product,,B001EQ55RW,NPS,60.89241558069824
Product,,B001EQ55ZO,NPS,-17.337461300309606
Product,,B001EQ5JLE,NPS,80.29490616621985
Product,,B001EQ5JLY,NPS,89.68692449355432
Product,,B001EYUE5M,NPS,50.929368029739784
Product,,B001FCFYU8,NPS,77.1667891552316
Product,,B001FSJCPK,NPS,41.66666666666667
Product,,B001GCTTRQ,NPS,97.50186747651878
Product,,B001GINOQC,NPS,100.0
Product,,B001GL6GBE,NPS,76.7721812328544
Product,,B001HTKOWC,NPS,69.67104393331314
Product,,B001J9QBU4,NPS,82.76794117986958
Product,,B001KQAR24,NPS,87.43180772517144
Product,,B001KTA03C,NPS,80.3157894736842
Product,,B001KVPBS4,NPS,100.0
Product,,B001L4JH5I,NPS,86.0
Product,,B001LG940E,NPS,44.306930693069305
Product,,B001LG945O,NPS,-28.17391304347826
Product,,B001LGGH40,NPS,1.595744680851064
Product,,B001LGGH54,NPS,17.11026615969582
Product,,B001LNTY70,NPS,100.0
Product,,B001LQCOIS,NPS,17.046470292096046
Product,,B001M2BM4I,NPS,63.0491408656912
Product,,B001NXHY8Y,NPS,82.90155440414509
Product,,B001NXM3GM,NPS,72.72375099744723
Product,,B001OCKIP0,NPS,92.42424242424242
Product,,B001OHX1ZY,NPS,61.52082944641381
Product,,B001P05K7M,NPS,100.0
Product,,B001P05K8Q,NPS,100.0
Product,,B001P3NU30,NPS,-8.258381030253478
Product,,B001P3NU3U,NPS,35.04273504273505
Product,,B001P3PR54,NPS,91.41817983680919
Product,,B001P74NXM,NPS,44.65401981865089
Product,,B001QE7J2G,NPS,54.19060844604968
Product,,B001RVFDOO,NPS,34.76222980798306
Product,,B001RVFEP2,NPS,87.19689621726481
Product,,B001RVFERK,NPS,63.41119256935479
Product,,B001SAXPEO,NPS,76.05011053795135
Product,,B001TLY7A8,NPS,74.56765005086471
Product,,B001TLY7BM,NPS,38.63968015742824
Product,,B001TM70V0,NPS,47.111934523111564
Product,,B001TM70XS,NPS,42.70320984846331
Product,,B001ULOTKU,NPS,25.73860834015185
Product,,B001VJ0B0I,NPS,77.70034843205575
Product,,B00248EE4O,NPS,83.33333333333334
Product,,B0026KNQSA,NPS,75.83177570093457
Product,,B0026KPDG8,NPS,61.57872011835139
Product,,B0026RQTGE,NPS,82.1325323115707
Product,,B00271OPVU,NPS,62.192816635160675
Product,,B0029NGY4M,NPS,59.44055944055945
Product,,B0029NTQ1K,NPS,84.0
Product,,B0029XDZDK,NPS,62.96296296296296
Product,,B0029XDZKI,NPS,49.839228295819936
Product,,B0029XLH4Y,NPS,55.67166231266329
Product,,B0029ZAOW8,NPS,76.50666776007158
Product,,B002AK88SY,NPS,-18.331550750337808
Product,,B002AQ0OL2,NPS,25.594149908592318
Product,,B002AQ0OS0,NPS,40.90909090909089
Product,,B002AQ0OW6,NPS,21.757322175732224
Product,,B002D4DY8G,NPS,10.309278350515463
Product,,B002DHTWNO,NPS,39.73908680381334
Product,,B002DLXXHG,NPS,24.49487960143926
Product,,B002GJ9JWS,NPS,75.14534883720928
Product,,B002GJ9JY6,NPS,90.75829383886256
Product,,B002GKEK7G,NPS,83.57487922705313
Product,,B002HFPW6I,NPS,-7.628034176615263
Product,,B002IEVJRY,NPS,34.42622950819672
Product,,B002IEZJMA,NPS,25.265352718627053
Product,,B002LANN56,NPS,20.545073375262053
Product,,B002LN1ME2,NPS,97.7769210006723
Product,,B002NHYQAS,NPS,-50.0
Product,,B002OL2MWM,NPS,86.74698795180724
Product,,B002QGK2V8,NPS,-27.62364294330519
Product,,B002QWHJOU,NPS,87.00685019317818
Product,,B002QWP89S,NPS,68.98079763663222
Product,,B002QWP8H0,NPS,74.56840086811891
Product,,B002T0NXK8,NPS,-23.530837455433463
Product,,B002TSA91G,NPS,-2.32558139534884
Product,,B002TSA91Q,NPS,7.142857142857145
Product,,B002YJ0118,NPS,59.87098344693281
Product,,B002ZX1U9A,NPS,60.07604562737643
Product,,B00305L330,NPS,50.868203663058196
Product,,B0030VBPN2,NPS,84.61538461538461
Product,,B0030VBQ5Y,NPS,100.0
Product,,B0030VBRIU,NPS,30.952380952380953
Product,,B0030VJ70K,NPS,100.0
Product,,B0030VJ79Q,NPS,100.0
Product,,B0030VJ818,NPS,2.752293577981653
Product,,B0030VJ8PE,NPS,77.77777777777779
Product,,B0030VJ8YU,NPS,-3.591879229567929
Product,,B0030VJ97Q,NPS,6.643952299829642
Product,,B0030VJ9K8,NPS,38.46153846153847
Product,,B00315WGNK,NPS,25.373134328358216
Product,,B0031U9UZC,NPS,40.55459272097055
Product,,B0032B0BD0,NPS,49.866764678856924
Product,,B0032CB15Q,NPS,61.01265822784809
Product,,B0032CJPOK,NPS,39.464367013980926
Product,,B0033HPPIO,NPS,-53.603874297430096
Product,,B0034EDLS2,NPS,44.46865786437637
Product,,B0034EDM2W,NPS,53.846153846153854
Product,,B0034EDMCW,NPS,76.25231910946195
Product,,B0034EDMLI,NPS,44.17939511957646
Product,,B0034EFIYC,NPS,39.67661691542288
Product,,B00370CFR6,NPS,82.6086956521739
Product,,B0039556K2,NPS,42.222222222222236
Product,,B00395570G,NPS,77.27272727272727
Product,,B00395DVQS,NPS,34.82740980731286
Product,,B0039LVLS2,NPS,79.55145118733509
Product,,B0039ZOZ86,NPS,82.87461773700306
Product,,B003AZ2ECY,NPS,80.72139303482587
Product,,B003B3OOPA,NPS,98.17700148327656
Product,,B003CIBPN8,NPS,-12.571650913151188
Product,,B003CK0XC0,NPS,86.31178707224333
Product,,B003CK2BQG,NPS,79.35779816513761
Product,,B003CK7O36,NPS,79.1384317521781
Product,,B003D4F1QS,NPS,88.60103626943005
Product,,B003D4IYSU,NPS,70.03968253968256
Product,,B003D4MW38,NPS,83.47010550996484
Product,,B003D4MYLS,NPS,86.060918946825
Product,,B003E728CE,NPS,20.519480519480524
Product,,B003EM7J9Q,NPS,49.57708858881139
Product,,B003EML8PM,NPS,61.45553884330744
Product,,B003FDC2I2,NPS,89.96115924708694
Product,,B003FDG4K4,NPS,100.0
Product,,B003G52BN0,NPS,30.769230769230766
Product,,B003GTR8IO,NPS,45.94742606790799
Product,,B003JA5KBW,NPS,62.71186440677966
Product,,B003JA5KKS,NPS,50.000000000000014
Product,,B003JA5KLM,NPS,100.0
Product,,B003KRHDMI,NPS,65.69468267581475
Product,,B003QDRJXY,NPS,100.0
Product,,B003QNJYXM,NPS,64.10220459016833
Product,,B003QNLUTI,NPS,65.46196446235658
Product,,B003SSWCJI,NPS,92.54938984084644
Product,,B003TC7WN4,NPS,63.96987835489478
Product,,B003TNANSO,NPS,64.48354512870642
Product,,B003VXFK44,NPS,54.452815044728794
Product,,B003VXHGDM,NPS,43.78540855761639
Product,,B003VXHGE6,NPS,53.09949683127526
Product,,B003VXHGPK,NPS,56.359649122807035
Product,,B003VXL0V6,NPS,44.49778606385458
Product,,B003XDH6M6,NPS,33.587786259541986
Product,,B003YBLF2E,NPS,57.32574679943101
Product,,B003Z6W32E,NPS,84.70588235294117
Product,,B003Z6ZGZK,NPS,83.62776810151779
Product,,B003Z6ZGZU,NPS,58.45712558664699
Product,,B003ZT61E2,NPS,-14.285714285714285
Product,,B00412W76S,NPS,73.70228915952055
Product,,B0041CIP3M,NPS,60.0
Product,,B0041CIR62,NPS,-25.0
Product,,B0041NYV8E,NPS,-30.66666666666667
Product,,B00430B73W,NPS,76.99481865284976
Product,,B00438XVGU,NPS,74.05008290783374
Product,,B004391DK0,NPS,66.50338947729392
Product,,B0043WOANY,NPS,100.0
Product,,B0044CPA28,NPS,60.0
Product,,B00451WLYI,NPS,82.909604519774
Product,,B0045XE32E,NPS,66.62763466042153
Product,,B0045Z6K50,NPS,52.38095238095239
Product,,B004728MI4,NPS,70.140377683766
Product,,B00472I5A4,NPS,46.56841572814799
Product,,B00474CSVE,NPS,68.68098775346316
Product,,B004779XNW,NPS,94.81865284974094
Product,,B0047RQ9M0,NPS,39.79496738117428
Product,,B0049ULB78,NPS,92.44808055380743
Product,,B004BKLHOS,NPS,60.43956043956044
Product,,B004CLCEDE,NPS,52.78722326325558
Product,,B004CYLW7A,NPS,59.09090909090909
Product,,B004E4CCSQ,NPS,22.15909090909091
Product,,B004E4EBMG,NPS,29.390934844192635
Product,,B004E4HUMY,NPS,17.647058823529413
Product,,B004EAGP74,NPS,92.32818947412531
Product,,B004FEJ968,NPS,60.0
Product,,B004FELBH8,NPS,49.180327868852466
Product,,B004FEN3GA,NPS,100.0
Product,,B004FEN3GK,NPS,100.0
Product,,B004FGWU9O,NPS,47.12449504223283
Product,,B004GW6O9E,NPS,75.72186956724464
Product,,B004HOLD4W,NPS,84.78015783540022
Product,,B004HOLD60,NPS,85.70326065984949
Product,,B004HOLD92,NPS,95.60669456066945
Product,,B004HOOZEW,NPS,96.06003752345215
Product,,B004HOQE64,NPS,92.75970619097585
Product,,B004HOSGWE,NPS,100.0
Product,,B004JGQ15E,NPS,51.42857142857144
Product,,B004JRKEH4,NPS,32.87671232876713
Product,,B004JRMG98,NPS,-48.073701842546065
Product,,B004JRO1S2,NPS,23.076923076923077
Product,,B004JRXZKM,NPS,27.30602626511854
Product,,B004K30HO2,NPS,-11.764705882352938
Product,,B004M62D5S,NPS,100.0
Product,,B004MO6NI8,NPS,38.18639094592706
Product,,B004OAZ36I,NPS,8.759011762917284
